"month","year","country","Records","Downloads","Users","cumulative_downloads_by_year","cumulative_records_downloaded_by_year","cumulative_unique_users_by_year"
11,2020,"AL",42480,2,1,10,113246,3
11,2020,"AO",28106,7,1,14,199627,3
11,2020,"AR",1607156,1047,33,3452,4481168187,347
11,2020,"AT",7800,15,5,261,368280380,71
11,2020,"AU",104601638,133,31,3069,8995660409,441
11,2020,"BD",34258,1,1,79,706730640,21
11,2020,"BE",88943474,159,33,3089,12292185121,220
11,2020,"BF",11627,1,1,48,65911,15
11,2020,"BI",2006824,1,1,5,2007667,3
11,2020,"BJ",80665,17,8,989,3168943523,148
11,2020,"BO",41494,2,1,240,58186362,56
11,2020,"BR",220557367,659,126,14702,19385550843,1474
11,2020,"BY",398,2,1,9,207828,6
11,2020,"CA",592033280,203,56,4871,11308259768,583
11,2020,"CD",1,1,1,14,1022050,4
11,2020,"CH",200427484,147,29,602,2498161675,124
11,2020,"CK",304,1,1,5,83521,1
11,2020,"CL",32530529,318,52,3532,10439016080,456
11,2020,"CM",1,1,1,21,2006168,9
11,2020,"CN",6927235998,1841,158,22567,66377209866,1505
11,2020,"CO",3725012054,1048,197,11625,19545856834,1751
11,2020,"CR",3096977,66,13,771,5912999074,145
11,2020,"CU",547,6,2,132,29640295,29
11,2020,"CZ",62139,67,3,574,108366476,69
11,2020,"DE",334093314,210,36,5640,10909080385,480
11,2020,"DK",25065063,52,13,1161,1276610921,123
11,2020,"DO",5002,10,1,107,12353504,20
11,2020,"DZ",8629,5,2,63,2081376,29
11,2020,"EC",28694589,43,15,4054,7759322271,530
11,2020,"EE",99685,2,2,116,4012368602,25
11,2020,"EG",1740447,41,3,145,4951692,27
11,2020,"ES",255707210,328,122,7205,16182146435,1297
11,2020,"ET",504761,8,2,164,4395789783,24
11,2020,"FI",8404258,7,4,168,302983575,39
11,2020,"FR",2030815130,201,59,9397,7394822616,553
11,2020,"GA",27998,6,1,40,21166534,5
11,2020,"GB",1490296519,375,113,8282,22083570509,1244
11,2020,"GG",28311,1,1,9,231977,2
11,2020,"GH",150,1,1,160,27401223,24
11,2020,"GR",24072725,29,10,283,117827517,55
11,2020,"GT",135507575,54,14,1173,264708668,120
11,2020,"HK",15807973,6,1,1266,2219614510,50
11,2020,"HN",2092307,7,4,123,33735735,31
11,2020,"HR",736830,3,1,43,2366831,12
11,2020,"ID",3295472,119,26,1325,119610484,194
11,2020,"IE",5897,5,3,196,127299940,43
11,2020,"IL",32404,3,3,124,211538924,43
11,2020,"IN",27966577,156,35,3663,4103678267,519
11,2020,"IO",4591,1,1,14,36484,6
11,2020,"IQ",998,1,1,14,12116207,5
11,2020,"IR",1284,5,1,370,1351702688,62
11,2020,"IT",76564915,154,58,2349,8226166075,291
11,2020,"JP",211517862,219,69,1340,4630754072,301
11,2020,"KE",14494,6,5,167,79900361,54
11,2020,"KH",29447,3,2,19,202937,5
11,2020,"KR",1831089,34,9,985,1524129350,94
11,2020,"KZ",3105,4,2,18,232493,9
11,2020,"LB",568,7,1,57,9675408,5
11,2020,"LK",34756,6,3,37,21089565,19
11,2020,"LU",4546622,27,3,79,5444194,13
11,2020,"LV",280,1,1,13,43217973,5
11,2020,"MA",1326,3,1,53,46768272,19
11,2020,"ME",16970,1,1,9,55296,3
11,2020,"MG",849588,6,4,85,979515600,19
11,2020,"MM",830784,3,1,58,106425213,5
11,2020,"MN",586,3,3,16,75810,8
11,2020,"MO",3850,1,1,3,794990,3
11,2020,"MX",1737771024,1287,376,20810,40080604761,2834
11,2020,"MY",11128648,33,10,282,38271448,75
11,2020,"MZ",26234,8,4,207,712637837,16
11,2020,"NC",923,7,2,11,3003,3
11,2020,"NG",8920384,14,4,167,21396202,33
11,2020,"NL",784133658,300,142,1673,8143547888,404
11,2020,"NO",240189316,473,24,1541,691281528,134
11,2020,"NZ",464945,41,14,1028,314963818,196
11,2020,"PA",6476,2,1,117,51291213,21
11,2020,"PE",1549091928,163,67,2766,10476673426,610
11,2020,"PH",2063200,19,6,561,5866995544,112
11,2020,"PK",29100,2,2,49,475173490,20
11,2020,"PL",1354194710,209,10,1407,1416549830,95
11,2020,"PR",1793834,5,2,113,21864926,23
11,2020,"PT",17892356,115,22,1889,4948688371,298
11,2020,"RE",9922,1,1,7,46372,3
11,2020,"RO",1010261,10,2,96,37023083,26
11,2020,"RU",42356719,268,52,6338,1622550116,277
11,2020,"SE",1271006649,84,24,616,4668032600,152
11,2020,"SG",19743662,19,5,279,178024007,57
11,2020,"SI",2337,5,4,93,1223665,22
11,2020,"SN",16803334,14,2,42,17868134,9
11,2020,"SV",115365,1,1,145,1067170349,33
11,2020,"TH",3331,1,1,138,237151192,44
11,2020,"TN",1929,1,1,54,109478814,6
11,2020,"TR",3035238436,233,41,679,3801008663,112
11,2020,"TW",20217476,82,11,944,2087754629,159
11,2020,"TZ",8817,2,1,71,4271871,18
11,2020,"UA",30918,7,2,479,54267955,55
11,2020,"UG",90592,2,1,99,35170056,11
11,2020,"US",48805196765,1619,513,26201,110961624314,4058
11,2020,"UZ",418,4,1,46,364399,8
11,2020,"VE",1085105,91,6,1015,75937081,44
11,2020,"VI",1153,1,1,6,3725,2
11,2020,"VN",4240,4,2,240,1287087206,62
11,2020,"ZA",199351875,303,43,2844,6140517647,382
11,2020,"ZW",4006,16,3,171,21040471,27
10,2020,"AD",199207,1,1,20,588190,3
10,2020,"AF",88239467,1,1,3,170298962,2
10,2020,"AR",778417224,595,54,2405,4479561031,336
10,2020,"AT",53040297,34,12,246,368272580,62
10,2020,"AU",287571525,478,91,2936,8891058771,424
10,2020,"BD",21260,2,2,78,706696382,20
10,2020,"BE",469463240,291,42,2930,12203241647,207
10,2020,"BF",3853,1,1,47,54284,15
10,2020,"BI",235,1,1,4,843,2
10,2020,"BJ",24998481,87,34,972,3168862858,145
10,2020,"BO",7715748,27,7,238,58144868,52
10,2020,"BR",1251052236,1502,219,14043,19164993476,1420
10,2020,"CA",1167003059,371,89,4668,10716226488,537
10,2020,"CD",32082,2,1,13,1022049,4
10,2020,"CH",126102013,108,20,455,2297734191,116
10,2020,"CI",1088,5,4,143,100215842,22
10,2020,"CL",49891350,460,89,3214,10406485551,427
10,2020,"CM",1214325,4,2,20,2006167,8
10,2020,"CN",2863125138,2325,219,20726,59449973868,1425
10,2020,"CO",2980601302,1445,297,10577,15820844780,1708
10,2020,"CR",5328915369,174,38,705,5909902097,140
10,2020,"CU",16553,13,3,126,29639748,25
10,2020,"CV",1458813,3,1,11,13082263,4
10,2020,"CY",46514,6,1,10,99136,3
10,2020,"CZ",1277789,67,13,507,108304337,50
10,2020,"DE",637346182,323,66,5430,10574987071,431
10,2020,"DK",40065340,123,30,1109,1251545858,118
10,2020,"DO",106179,16,6,97,12348502,18
10,2020,"DZ",1794261,9,5,58,2072747,20
10,2020,"EC",54578492,63,29,4011,7730627682,445
10,2020,"EG",537629,5,3,104,3211245,25
10,2020,"ES",3005964901,777,287,6877,15926439225,1174
10,2020,"ET",2240431,19,6,156,4395285022,23
10,2020,"FI",318290,22,8,161,294579317,38
10,2020,"FR",741671956,429,85,9196,5364007486,499
10,2020,"GA",232,2,1,34,21138536,4
10,2020,"GB",1562691826,562,180,7907,20593273990,1148
10,2020,"GH",443066,23,2,159,27401073,19
10,2020,"GR",51447805,28,6,254,93754792,48
10,2020,"GT",6674381,38,13,1119,129201093,114
10,2020,"HK",1341010850,68,5,1260,2203806537,45
10,2020,"HN",2530236,12,5,116,31643428,30
10,2020,"HR",5801,2,2,40,1630001,11
10,2020,"HT",218382,2,2,3,331312,3
10,2020,"HU",51131,3,2,62,3439291,13
10,2020,"ID",13941470,83,34,1206,116315012,182
10,2020,"IE",3204715,48,5,191,127294043,34
10,2020,"IL",139470276,16,6,121,211506520,39
10,2020,"IN",142556896,370,80,3507,4075711690,480
10,2020,"IO",30716,6,4,13,31893,5
10,2020,"IR",3809053,59,15,365,1351701404,57
10,2020,"IS",3045,2,1,8,326850,5
10,2020,"IT",4551523817,314,69,2195,8149601160,276
10,2020,"JE",62756693,3,2,3,62756693,2
10,2020,"JO",177688,3,1,24,376202,5
10,2020,"JP",83585043,220,59,1121,4419236210,294
10,2020,"KE",28585447,16,6,161,79885867,51
10,2020,"KR",16555257,42,17,951,1522298261,88
10,2020,"KW",1101298,1,1,123,9213830,2
10,2020,"KZ",1840,3,2,14,229388,8
10,2020,"LB",753,11,1,50,9674840,4
10,2020,"LK",1563482,9,4,31,21054809,18
10,2020,"LU",197926,10,3,52,897572,12
10,2020,"LV",4973644,2,1,12,43217693,4
10,2020,"MA",21127,2,2,50,46766946,18
10,2020,"MG",948726055,4,1,79,978666012,18
10,2020,"MM",81697909,11,2,55,105594429,4
10,2020,"MU",66769,2,1,16,3555180,4
10,2020,"MX",7972754069,3266,708,19523,38342833737,2725
10,2020,"MY",4180034,55,11,249,27142800,73
10,2020,"MZ",12426291,21,5,199,712611603,16
10,2020,"NG",47325,13,6,153,12475818,31
10,2020,"NI",650014,3,2,18,1566791,6
10,2020,"NL",969150070,114,36,1373,7359414230,385
10,2020,"NO",34518073,365,25,1068,451092212,125
10,2020,"NP",76322,12,4,173,28307653,52
10,2020,"NZ",128926809,107,30,987,314498873,188
10,2020,"OM",24193,3,1,11,729986,4
10,2020,"PA",4366563,18,5,115,51284737,20
10,2020,"PE",2125432289,531,136,2603,8927581498,593
10,2020,"PF",3003,2,1,2,3003,1
10,2020,"PH",243152245,46,11,542,5864932344,105
10,2020,"PK",28427,5,2,47,475144390,16
10,2020,"PL",18146105,732,20,1198,62355120,93
10,2020,"PR",6814885,7,4,108,20071092,23
10,2020,"PT",55569408,271,35,1774,4930796015,285
10,2020,"PY",1609,2,2,45,1550915,14
10,2020,"RO",18660,6,4,86,36012822,24
10,2020,"RS",136325,2,2,46,779564,15
10,2020,"RU",24409763,282,77,6070,1580193397,266
10,2020,"RW",705228755,1,1,63,1276625279,9
10,2020,"SA",110407,4,4,8,179017,7
10,2020,"SE",508998040,72,19,532,3397025951,146
10,2020,"SG",13727979,37,8,260,158280345,51
10,2020,"SI",730817,58,11,88,1221328,19
10,2020,"SN",251,2,1,28,1064800,8
10,2020,"SV",61987,1,1,144,1067054984,33
10,2020,"SZ",64143,6,1,10,533065,4
10,2020,"TG",3985363,7,3,49,53515459,14
10,2020,"TH",1337150,5,4,137,237147861,42
10,2020,"TN",2698264,25,2,53,109476885,6
10,2020,"TR",5744865,70,14,446,765770227,106
10,2020,"TT",2913,3,3,64,992951,13
10,2020,"TW",19752984,109,17,862,2067537153,155
10,2020,"TZ",227719,13,6,69,4263054,16
10,2020,"UA",329328,11,6,472,54237037,52
10,2020,"UG",5741,1,1,97,35079464,9
10,2020,"UM",570373549,6,1,10,570403800,2
10,2020,"US",6596794017,2851,832,24582,62156427549,3901
10,2020,"UY",102849,1,1,133,540219280,29
10,2020,"VE",4516073,16,4,924,74851976,40
10,2020,"VI",2572,5,2,5,2572,1
10,2020,"VN",912998154,39,15,236,1287082966,61
10,2020,"ZA",2004809423,311,72,2541,5941165772,372
10,2020,"ZW",70487,3,2,155,21036465,27
9,2020,"AE",991,1,1,8,5543,5
9,2020,"AR",47684726,124,39,1810,3701143807,321
9,2020,"AT",3920311,22,8,212,315232283,57
9,2020,"AU",855541508,635,86,2458,8603487246,392
9,2020,"BD",705053308,9,3,76,706675122,19
9,2020,"BE",2907408347,339,36,2639,11733778407,189
9,2020,"BF",30144,6,3,46,50431,14
9,2020,"BG",85996,3,1,14,833219,8
9,2020,"BJ",53680328,136,25,885,3143864377,135
9,2020,"BO",2153519,31,10,211,50429120,47
9,2020,"BR",2311059066,1238,250,12541,17913941240,1315
9,2020,"BT",83732,5,2,15,85770,6
9,2020,"BW",21,1,1,14,110764,5
9,2020,"BZ",359795,1,1,6,563520069,4
9,2020,"CA",2056590711,247,79,4297,9549223429,453
9,2020,"CD",222466,1,1,11,989967,3
9,2020,"CH",783285063,54,14,347,2171632178,105
9,2020,"CI",9674,5,1,138,100214754,20
9,2020,"CK",19861,2,1,4,83217,1
9,2020,"CL",1799071915,362,93,2754,10356594201,411
9,2020,"CN",2321546764,2507,192,18401,56586848730,1315
9,2020,"CO",3034147475,1392,341,9132,12840243478,1621
9,2020,"CR",4459557,56,20,531,580986728,134
9,2020,"CU",106952,6,3,113,29623195,20
9,2020,"CV",8634106,5,1,8,11623450,4
9,2020,"CZ",1912929,74,10,440,107026548,45
9,2020,"DE",722102329,706,60,5107,9937640889,397
9,2020,"DK",113685147,197,14,986,1211480518,110
9,2020,"DO",478415,16,4,81,12242323,18
9,2020,"DZ",1042,1,1,49,278486,19
9,2020,"EC",1459931735,726,102,3948,7676049190,390
9,2020,"EE",20,1,1,114,4012268917,24
9,2020,"EG",516,3,1,99,2673616,24
9,2020,"ES",2681323098,450,115,6100,12920474324,1036
9,2020,"ET",30,1,1,137,4393044591,22
9,2020,"FI",10570647,33,8,139,294261027,34
9,2020,"FR",759677051,200,59,8767,4622335530,461
9,2020,"GB",866616399,508,139,7345,19030582164,984
9,2020,"GE",64,1,1,22,57514,6
9,2020,"GF",8684,2,1,8,19625,5
9,2020,"GH",20,2,1,136,26958007,15
9,2020,"GR",4455070,17,3,226,42306987,46
9,2020,"GT",50855924,139,27,1081,122526712,110
9,2020,"HK",27430184,76,10,1192,862795687,37
9,2020,"HN",79428,3,3,104,29113192,30
9,2020,"HR",23937,8,4,38,1624200,10
9,2020,"HU",53360,7,3,59,3388160,13
9,2020,"ID",2828451,53,26,1123,102373542,165
9,2020,"IE",103728,9,4,143,124089328,30
9,2020,"IL",9100520,7,4,105,72036244,36
9,2020,"IN",149022552,204,69,3137,3933154794,427
9,2020,"IO",567,5,1,7,1177,5
9,2020,"IR",28002110,20,5,306,1347892351,54
9,2020,"IT",1804046789,201,39,1881,3598077343,264
9,2020,"JP",466126102,40,18,901,4335651167,279
9,2020,"KE",94884,5,3,145,51300420,47
9,2020,"KH",10536,1,1,16,173490,5
9,2020,"KR",41198874,43,19,909,1505743004,85
9,2020,"LT",39977,2,1,74,161308479,15
9,2020,"LY",797,3,1,6,107774,1
9,2020,"MA",41195,1,1,48,46745819,14
9,2020,"ME",18,1,1,8,38326,3
9,2020,"MG",886,6,1,75,29939957,17
9,2020,"MM",5382400,5,1,44,23896520,4
9,2020,"MQ",621033,2,1,2,621033,1
9,2020,"MU",3421740,2,1,14,3488411,4
9,2020,"MX",5059860574,2308,449,16257,30370079668,2466
9,2020,"MY",6339,9,3,194,22962766,71
9,2020,"MZ",40600685,20,4,178,700185312,15
9,2020,"NC",87,1,1,4,2080,3
9,2020,"NG",404238,25,3,140,12428493,30
9,2020,"NI",3890,3,2,15,916777,6
9,2020,"NL",892864991,114,30,1259,6390264160,364
9,2020,"NO",49058001,52,19,703,416574139,110
9,2020,"NP",4067427,22,6,161,28231331,51
9,2020,"NZ",24809511,103,36,880,185572064,166
9,2020,"PA",119189,9,2,97,46918174,18
9,2020,"PE",49780981,234,69,2072,6802149209,582
9,2020,"PH",1499236603,44,14,496,5621780099,100
9,2020,"PK",194183006,7,5,42,475115963,16
9,2020,"PL",5821131,20,8,466,44209015,84
9,2020,"PR",2280184,31,6,101,13256207,23
9,2020,"PT",66265575,80,25,1503,4875226607,251
9,2020,"PY",55488,14,3,43,1549306,14
9,2020,"RO",3669111,1,1,80,35994162,22
9,2020,"RS",83136,3,2,44,643239,14
9,2020,"RU",10314995,116,41,5788,1555783634,246
9,2020,"RW",452218,4,2,62,571396524,8
9,2020,"SE",101663143,29,18,460,2888027911,135
9,2020,"SG",30610421,34,10,223,144552366,47
9,2020,"SV",1,1,1,143,1066992997,32
9,2020,"SZ",162850,2,1,4,468922,2
9,2020,"TG",33,1,1,42,49530096,13
9,2020,"TH",3455766,28,7,132,235810711,32
9,2020,"TN",1645,1,1,28,106778621,3
9,2020,"TR",43699568,30,9,376,760025362,103
9,2020,"TT",6541,4,2,61,990038,12
9,2020,"TW",711752022,109,16,753,2047784169,151
9,2020,"TZ",25118,1,1,56,4035335,12
9,2020,"UA",102535,4,2,461,53907709,46
9,2020,"UG",3412,1,1,96,35073723,9
9,2020,"US",7970141408,2351,707,21731,55559633532,3577
9,2020,"UY",2860710,5,3,132,540116431,27
9,2020,"UZ",2314,14,2,42,363981,7
9,2020,"VE",605082,175,7,908,70335903,39
9,2020,"VN",107067,15,8,197,374084812,60
9,2020,"ZA",1423399675,759,87,2230,3936356349,343
9,2020,"ZM",390,3,1,8,67089,4
9,2020,"ZW",18927216,26,2,152,20965978,15
9,2020,"ZZ",3154896794,2,1,3,4446800562,1
8,2020,"AE",3776,2,2,7,4552,4
8,2020,"AF",82059451,1,1,2,82059495,1
8,2020,"AM",332,2,1,16,26143,4
8,2020,"AR",92651451,189,48,1686,3653459081,304
8,2020,"AT",1046792,8,5,190,311311972,48
8,2020,"AU",959592332,398,66,1823,7747945738,360
8,2020,"BD",517165,15,3,67,1621814,16
8,2020,"BE",7967019020,482,24,2300,8826370060,171
8,2020,"BF",8078,2,1,40,20287,4
8,2020,"BG",33,3,1,11,747223,7
8,2020,"BJ",63284510,32,12,749,3090184049,121
8,2020,"BO",11124039,40,9,180,48275601,46
8,2020,"BR",2074004935,1479,267,11303,15602882174,1179
8,2020,"BT",319,4,2,10,2038,6
8,2020,"BW",2919,3,2,13,110743,4
8,2020,"BZ",259730,2,2,5,563160274,3
8,2020,"CA",856281502,526,57,4050,7492632718,401
8,2020,"CD",7,2,1,10,767501,3
8,2020,"CG",21439,1,1,1,21439,1
8,2020,"CH",34655223,12,10,293,1388347115,99
8,2020,"CI",71197183,20,5,133,100205080,19
8,2020,"CK",63356,2,1,2,63356,1
8,2020,"CL",2776024360,485,103,2392,8557522286,395
8,2020,"CN",10167928443,2429,195,15894,54265301966,1210
8,2020,"CO",732316338,1159,269,7740,9806096003,1493
8,2020,"CR",79625716,84,25,475,576527171,130
8,2020,"CU",18400,11,3,107,29516243,18
8,2020,"CY",3916,2,1,4,52622,2
8,2020,"CZ",2214102,13,4,366,105113619,42
8,2020,"DE",399150845,1024,57,4401,9215538560,364
8,2020,"DK",106459275,309,21,789,1097795371,103
8,2020,"DO",230,1,1,65,11763908,17
8,2020,"DZ",8,2,2,48,277444,15
8,2020,"EC",197328883,697,180,3222,6216117455,374
8,2020,"EE",88467669,7,3,113,4012268897,23
8,2020,"EG",67272,6,5,96,2673100,22
8,2020,"ES",1052864204,175,56,5650,10239151226,920
8,2020,"ET",21375784,17,5,136,4393044561,22
8,2020,"FI",196119,6,3,106,283690380,33
8,2020,"FJ",106420087,2,1,11,106428911,5
8,2020,"FR",211889579,72,38,8567,3862658479,394
8,2020,"GA",896751,1,1,32,21138304,4
8,2020,"GB",798133255,354,93,6837,18163965765,790
8,2020,"GG",104835,3,1,8,203666,2
8,2020,"GH",83755,51,5,134,26957987,14
8,2020,"GR",5495514,39,6,209,37851917,42
8,2020,"GT",32104353,58,18,942,71670788,108
8,2020,"HK",6920984,10,5,1116,835365503,36
8,2020,"HN",13862589,19,6,101,29033764,28
8,2020,"HR",6356,1,1,30,1600263,10
8,2020,"HU",5453,5,2,52,3334800,13
8,2020,"ID",25465761,69,24,1070,99545091,145
8,2020,"IE",10851,2,1,134,123985600,27
8,2020,"IL",34758245,3,2,98,62935724,34
8,2020,"IN",271415240,430,72,2933,3784132242,390
8,2020,"IR",5247654,25,10,286,1319890241,48
8,2020,"IT",999287,58,20,1680,1794030554,248
8,2020,"JM",8921,1,1,1,8921,1
8,2020,"JO",72185,1,1,21,198514,4
8,2020,"JP",1424434050,52,20,861,3869525065,269
8,2020,"KE",633580,7,5,140,51205536,42
8,2020,"KG",650562,7,2,10,650662,3
8,2020,"KH",61,1,1,15,162954,5
8,2020,"KR",2551537,146,21,866,1464544130,75
8,2020,"KW",30295,65,1,122,8112532,2
8,2020,"KZ",49542,1,1,11,227548,7
8,2020,"LK",1276,1,1,22,19491327,17
8,2020,"LR",317,1,1,3,565,2
8,2020,"LU",407418,2,2,42,699646,12
8,2020,"MA",153690,6,2,47,46704624,12
8,2020,"MG",23447402,25,3,69,29939071,17
8,2020,"MM",18463462,8,1,39,18514120,3
8,2020,"MN",1035,3,1,13,75224,7
8,2020,"MW",84,1,1,11,407058,4
8,2020,"MX",3277005405,2122,317,13949,25310219094,2191
8,2020,"MY",18634234,6,4,185,22956427,52
8,2020,"MZ",1144983,18,5,158,659584627,14
8,2020,"NA",6,1,1,11,863460,7
8,2020,"NC",1,1,1,3,1993,3
8,2020,"NE",7910,6,1,21,548431,5
8,2020,"NG",8741348,23,10,115,12024255,28
8,2020,"NL",1451354070,96,25,1145,5497399169,333
8,2020,"NO",82666742,44,15,651,367516138,103
8,2020,"NP",18678282,17,7,139,24163904,45
8,2020,"NZ",1960624,56,25,777,160762553,147
8,2020,"OM",102138,3,1,8,705793,3
8,2020,"PA",5643248,20,3,88,46798985,16
8,2020,"PE",79289495,289,93,1838,6752368228,564
8,2020,"PH",1704054,91,17,452,4122543496,95
8,2020,"PK",277219969,9,3,35,280932957,16
8,2020,"PL",1184953,13,7,446,38387884,74
8,2020,"PR",1204,5,3,70,10976023,20
8,2020,"PT",2069897403,89,23,1423,4808961032,208
8,2020,"QA",39621,1,1,1,39621,1
8,2020,"RO",123066,1,1,79,32325051,21
8,2020,"RS",89483,3,2,41,560103,11
8,2020,"RU",5481052,111,28,5672,1545468639,230
8,2020,"RW",2259956,5,3,58,570944306,8
8,2020,"SE",179940542,18,8,431,2786364768,115
8,2020,"SG",16328722,37,9,189,113941945,41
8,2020,"SI",20028,4,1,30,490511,18
8,2020,"SK",342784,2,1,17,8418755,4
8,2020,"SN",342698,1,1,26,1064549,6
8,2020,"SR",84,2,2,7,2933,3
8,2020,"SV",696355,1,1,142,1066992996,32
8,2020,"TG",15650,6,3,41,49530063,11
8,2020,"TH",562332,2,2,104,232354945,30
8,2020,"TR",72549543,79,12,346,716325794,98
8,2020,"TT",817088,15,4,57,983497,11
8,2020,"TW",655931,88,12,644,1336032147,134
8,2020,"TZ",3944,7,4,55,4010217,11
8,2020,"UA",1094969,8,7,457,53805174,42
8,2020,"UG",34260947,12,3,95,35070311,5
8,2020,"US",4935920641,1676,454,19380,47589492124,3345
8,2020,"UY",150,3,2,127,537255721,27
8,2020,"UZ",0,1,1,28,361667,6
8,2020,"VE",344963,96,9,733,69730821,34
8,2020,"VN",703,3,2,182,373977745,56
8,2020,"WS",432,4,1,5,7971,2
8,2020,"ZA",32393761,108,42,1471,2512956674,299
8,2020,"ZM",112,2,1,5,66699,3
8,2020,"ZW",813425,29,2,126,2038762,12
7,2020,"AD",17438,3,1,19,388983,2
7,2020,"AF",44,1,1,1,44,1
7,2020,"AQ",40131,3,1,13,15467311,1
7,2020,"AR",30662934,147,52,1497,3560807630,253
7,2020,"AT",16198529,13,7,182,310265180,40
7,2020,"AU",2050114073,303,50,1425,6788353406,319
7,2020,"BD",13193,6,3,52,1104649,14
7,2020,"BE",196552110,470,22,1818,859351040,154
7,2020,"BF",8604,33,12,38,12209,3
7,2020,"BG",337726,1,1,8,747190,6
7,2020,"BJ",72435636,81,26,717,3026899539,98
7,2020,"BN",6910,1,1,5,1967186,2
7,2020,"BO",2906194,14,10,140,37151562,42
7,2020,"BR",2551343638,1067,253,9824,13528877239,1087
7,2020,"BT",175,4,2,6,1719,4
7,2020,"BW",120,1,1,10,107824,4
7,2020,"BZ",1048002,2,1,3,562900544,3
7,2020,"CA",1996366122,232,74,3524,6636351216,362
7,2020,"CH",90276253,31,12,281,1353691892,88
7,2020,"CI",1379207,42,9,113,29007897,16
7,2020,"CL",2871408022,966,95,1907,5781497926,377
7,2020,"CN",21404688570,2643,234,13465,44097373523,1058
7,2020,"CO",1433473628,778,260,6581,9073779665,1356
7,2020,"CR",109918711,55,22,391,496901455,119
7,2020,"CU",1287548,14,5,96,29497843,15
7,2020,"CV",359341,1,1,3,2989344,3
7,2020,"CZ",9891045,96,13,353,102899517,41
7,2020,"DE",844142895,294,70,3377,8816387715,331
7,2020,"DK",45242471,21,9,480,991336096,95
7,2020,"DO",1362,5,3,64,11763678,13
7,2020,"DZ",64699,7,2,46,277436,12
7,2020,"EC",272276027,351,45,2525,6018788572,358
7,2020,"EE",222507,4,2,106,3923801228,18
7,2020,"EG",106908,9,5,90,2605828,18
7,2020,"ES",793894339,271,77,5475,9186287022,796
7,2020,"FI",1555970,4,2,100,283494261,27
7,2020,"FJ",804,1,1,9,8824,4
7,2020,"FR",29377711,177,49,8495,3650768900,336
7,2020,"GB",2017444190,952,150,6483,17365832510,705
7,2020,"GD",1344,3,1,3,1344,1
7,2020,"GE",5150,14,3,21,57450,5
7,2020,"GG",842,2,1,5,98831,2
7,2020,"GH",472,6,2,83,26874232,12
7,2020,"GL",3269,1,1,1,3269,1
7,2020,"GR",63748,14,5,170,32356403,33
7,2020,"GT",9571802,252,24,884,39566435,88
7,2020,"GU",31,1,1,1,31,1
7,2020,"HK",1501813,262,3,1106,828444519,33
7,2020,"HN",10259090,45,11,82,15171175,25
7,2020,"HR",649,1,1,29,1593907,8
7,2020,"HU",41162,2,2,47,3329347,13
7,2020,"ID",5567992,48,21,1001,74079330,127
7,2020,"IE",9795364,18,8,132,123974749,23
7,2020,"IL",1068797,8,5,95,28177479,32
7,2020,"IN",1475055172,357,74,2503,3512717002,356
7,2020,"IQ",19,1,1,13,12115209,5
7,2020,"IR",1703571,40,6,261,1314642587,42
7,2020,"IT",588697010,191,31,1622,1793031267,221
7,2020,"JP",403598917,145,20,809,2445091015,256
7,2020,"KE",476986,9,6,133,50571956,38
7,2020,"KH",64325,4,3,14,162893,5
7,2020,"KM",1098,2,1,2,1098,1
7,2020,"KR",1353497761,139,28,720,1461992593,72
7,2020,"KW",25433,4,1,57,8082237,2
7,2020,"KY",16,1,1,4,81,1
7,2020,"LB",517,1,1,39,9674087,3
7,2020,"LK",35721,4,2,21,19490051,15
7,2020,"LR",248,2,1,2,248,1
7,2020,"LU",56472,3,2,40,292228,12
7,2020,"LV",37668318,1,1,10,38244049,3
7,2020,"LY",106977,3,1,3,106977,1
7,2020,"MA",37820,1,1,41,46550934,12
7,2020,"MG",613770,1,1,44,6491669,16
7,2020,"MM",2682,4,1,31,50658,2
7,2020,"MX",924650771,1682,303,11827,22033213689,2043
7,2020,"MY",2546,4,2,179,4322193,48
7,2020,"MZ",48361,40,2,140,658439644,11
7,2020,"NA",860965,5,3,10,863454,6
7,2020,"NE",347467,3,1,15,540521,5
7,2020,"NG",178258,31,9,92,3282907,26
7,2020,"NL",533297855,94,24,1049,4046045099,285
7,2020,"NO",40368329,31,10,607,284849396,93
7,2020,"NP",517633,6,4,122,5485622,44
7,2020,"NZ",14144888,63,39,721,158801929,133
7,2020,"PA",10815443,10,5,68,41155737,15
7,2020,"PE",2207242995,472,122,1549,6673078733,546
7,2020,"PH",1484542090,110,13,361,4120839442,87
7,2020,"PK",79944,7,4,26,3712988,12
7,2020,"PL",14266254,23,8,433,37202931,64
7,2020,"PR",4157715,23,2,65,10974819,15
7,2020,"PT",16153387,394,31,1334,2739063629,173
7,2020,"RE",36407,5,2,6,36450,3
7,2020,"RO",436754,17,3,78,32201985,18
7,2020,"RS",19013,2,2,38,470620,9
7,2020,"RU",200272686,236,45,5561,1539987587,217
7,2020,"RW",165339,5,2,53,568684350,7
7,2020,"SA",34307,2,2,4,68610,6
7,2020,"SE",246939795,11,6,413,2606424226,98
7,2020,"SG",73622,10,4,152,97613223,35
7,2020,"SR",2849,5,2,5,2849,2
7,2020,"TG",36430064,25,3,35,49514413,10
7,2020,"TH",33667,20,5,102,231792613,25
7,2020,"TR",35548049,39,15,267,643776251,91
7,2020,"TT",25016,37,7,42,166409,9
7,2020,"TW",40833912,50,25,556,1335376216,116
