"month","year","country","Records","Downloads","Users","cumulative_downloads_by_year","cumulative_records_downloaded_by_year","cumulative_unique_users_by_year"
1,2018,"CL",5819011,624,31,624,5819011,54
1,2018,"CN",515935855,1111,105,1111,515935855,92
1,2018,"CO",75185100,317,67,317,75185100,82
1,2018,"CR",18459959,15,8,15,18459959,13
1,2018,"CU",27708,2,1,2,27708,2
1,2018,"CZ",9322043,15,6,15,9322043,3
1,2018,"DE",148472763,819,47,819,148472763,50
1,2018,"DK",38948969,49,13,49,38948969,8
1,2018,"DO",846,2,1,2,846,2
1,2018,"DZ",440,1,1,1,440,1
1,2018,"EC",22060744,95,48,95,22060744,72
1,2018,"EE",391849,1,1,1,391849,1
1,2018,"EG",224,1,1,1,224,1
1,2018,"ES",614424967,237,81,237,614424967,131
1,2018,"FI",2146681,31,5,31,2146681,1
1,2018,"FR",3987283,261,23,261,3987283,43
1,2018,"GB",388644892,697,120,697,388644892,85
1,2018,"GF",66,1,1,1,66,1
1,2018,"GH",12,1,1,1,12,1
1,2018,"GN",2579,2,1,2,2579,1
1,2018,"GR",24964,4,4,4,24964,3
1,2018,"GT",54765,38,21,38,54765,3
1,2018,"HK",814494,6,3,6,814494,1
1,2018,"HR",97520,5,2,5,97520,1
1,2018,"HU",69257,4,3,4,69257,2
1,2018,"ID",1265005,13,6,13,1265005,25
1,2018,"IE",1795282,30,4,30,1795282,1
1,2018,"IL",8426,4,3,4,8426,4
1,2018,"IN",15622282,66,20,66,15622282,43
1,2018,"IR",1104236,32,8,32,1104236,10
1,2018,"IT",3973988,133,24,133,3973988,18
1,2018,"JM",32927,3,1,3,32927,1
1,2018,"JP",2778007,18,11,18,2778007,12
1,2018,"KE",38500,6,4,6,38500,7
1,2018,"KR",105721794,35,9,35,105721794,9
1,2018,"KW",1257,107,1,107,1257,1
1,2018,"LK",9364,3,1,3,9364,3
1,2018,"LT",1400013,23,5,23,1400013,1
1,2018,"LU",11663962,4,2,4,11663962,2
1,2018,"LY",8189,1,1,1,8189,1
1,2018,"ME",18208,1,1,1,18208,1
1,2018,"MG",10153531,1,1,1,10153531,1
1,2018,"MU",86682,4,1,4,86682,1
1,2018,"MW",3433343,5,3,5,3433343,3
1,2018,"MX",1240456390,1478,272,1478,1240456390,181
1,2018,"MY",467,3,2,3,467,2
1,2018,"MZ",7025,16,1,16,7025,1
1,2018,"NA",6147,2,1,2,6147,1
1,2018,"NG",5441973,2,1,2,5441973,2
1,2018,"NL",36473572,73,20,73,36473572,54
1,2018,"NO",44804442,39,18,39,44804442,9
1,2018,"NP",14351,40,3,40,14351,5
1,2018,"NZ",17381550,186,11,186,17381550,7
1,2018,"PE",11786653,166,32,166,11786653,25
1,2018,"PH",27467788,53,20,53,27467788,4
1,2018,"PK",6752,2,1,2,6752,4
1,2018,"PL",76673603,49,11,49,76673603,7
1,2018,"PT",3704641,40,16,40,3704641,19
1,2018,"PY",597591,274,1,274,597591,2
1,2018,"RU",5854180,39,12,39,5854180,29
1,2018,"SE",611716,95,12,95,611716,8
1,2018,"SG",166937,8,5,8,166937,1
1,2018,"SK",310,7,1,7,310,1
1,2018,"TD",1983418,9,1,9,1983418,1
1,2018,"TG",6174,1,1,1,6174,2
1,2018,"TH",32246,37,3,37,32246,2
1,2018,"TN",84132,4,1,4,84132,1
1,2018,"TR",1481200,14,7,14,1481200,12
1,2018,"TW",4492327,56,12,56,4492327,10
1,2018,"TZ",24,3,1,3,24,1
1,2018,"UA",359231,1,1,1,359231,5
1,2018,"UG",1279623,6,3,6,1279623,1
1,2018,"US",345507077,1014,229,1014,345507077,241
1,2018,"VE",1489143,32,5,32,1489143,8
1,2018,"VN",163930,2,2,2,163930,4
1,2018,"VU",68,2,1,2,68,1
1,2018,"ZA",5812386,52,26,52,5812386,16
1,2018,"ZM",36839,3,2,3,36839,1
1,2018,"ZW",476970,8,1,8,476970,2
12,2017,"AF",455244,2,1,12,2016943,4
12,2017,"AL",2,2,1,12,2084044,3
12,2017,"AQ",179680,2,1,33,13044629,1
12,2017,"AR",18247947,114,30,1680,219358370,213
12,2017,"AT",160232,19,3,312,71315216,50
12,2017,"AU",377120414,69,21,1922,1153545053,257
12,2017,"BE",179985420,157,23,887,1021167123,119
12,2017,"BG",9350,1,1,42,3486910,21
12,2017,"BJ",7893108,37,18,487,81984582,69
12,2017,"BN",13833559,132,4,152,14569770,5
12,2017,"BO",61785785,40,6,204,78557586,36
12,2017,"BR",246765020,364,111,9796,1786274396,825
12,2017,"CA",2425334,108,26,1551,817256365,243
12,2017,"CH",42653089,167,5,974,335726171,57
12,2017,"CL",4687150,254,26,1319,305957716,187
12,2017,"CM",9444,15,11,57,63413,26
12,2017,"CN",94506426,548,84,14079,3132111473,430
12,2017,"CO",67328582,241,60,6568,1507921993,850
12,2017,"CR",15117968,25,5,717,426129066,113
12,2017,"CU",684623,3,2,105,17330052,14
12,2017,"CY",819,1,1,41,133413,3
12,2017,"CZ",255473,21,4,137,177992851,28
12,2017,"DE",285661534,75,36,1815,1419143032,267
12,2017,"DK",164822960,8,6,483,513477727,94
12,2017,"DO",1092,2,2,39,1455896,9
12,2017,"DZ",2834,1,1,12,108853,5
12,2017,"EC",46731604,246,47,1366,395324158,263
12,2017,"EG",10957719,16,4,169,454223970,22
12,2017,"ES",407032847,314,119,6040,2459855116,845
12,2017,"FI",136190,60,2,144,191245603,19
12,2017,"FR",100588295,100,24,817,887188591,190
12,2017,"GB",153013555,778,67,5202,2442799638,563
12,2017,"GE",2917,3,1,169,2940663,3
12,2017,"GF",499,2,2,10,660700,3
12,2017,"GN",91,1,1,13,599025,2
12,2017,"GR",3453202,6,5,73,7548199,26
12,2017,"GT",249231,9,1,580,22689504,83
12,2017,"HK",110375,1,1,48,4195731,16
12,2017,"HU",2006907,2,1,51,55525197,10
12,2017,"ID",2326176,58,6,441,18017852,43
12,2017,"IE",4403184,6,3,60,199656337,20
12,2017,"IN",997255,45,20,495,324687690,145
12,2017,"IR",2927508,70,13,739,16496426,52
12,2017,"IT",21773365,29,10,900,171954996,117
12,2017,"JM",118771,3,1,4,169711,2
12,2017,"JP",36273503,20,10,425,209906391,75
12,2017,"KE",1162848,3,2,203,15818300,31
12,2017,"KR",9364251,18,7,182,36839248,51
12,2017,"KW",240,14,1,33,1196496,1
12,2017,"LK",71,1,1,16,14704553,7
12,2017,"LT",3583,1,1,12,6210166,6
12,2017,"MA",1376272,6,2,47,18792344,9
12,2017,"MG",62,1,1,37,125193980,16
12,2017,"MN",263,3,1,6,5178,2
12,2017,"MW",916,1,1,4,12878052,3
12,2017,"MX",458401733,1023,198,17302,5147903875,1984
12,2017,"MY",1571,5,2,58,4262127,18
12,2017,"MZ",160660,19,2,496,28169117,5
12,2017,"NC",395,1,1,15,10454744,3
12,2017,"NI",2123,2,1,28,950064,10
12,2017,"NL",12360225,138,30,903,757169684,113
12,2017,"NO",92641341,31,10,549,439790320,89
12,2017,"NP",7661923,13,5,864,26942361,31
12,2017,"NZ",2613319,60,5,798,117405268,116
12,2017,"PE",1536045,38,18,1246,107040066,230
12,2017,"PG",33487,1,1,4,62618,3
12,2017,"PH",4816194,12,5,145,47374095,39
12,2017,"PK",232614,5,3,342,141399146,18
12,2017,"PL",790369,7,5,132,44862937,44
12,2017,"PR",10149,21,1,258,7692707,5
12,2017,"PT",16446187,18,12,673,290547555,110
12,2017,"PY",678176,12,3,40,1645225,10
12,2017,"RE",7,1,1,24,815069,5
12,2017,"RO",7103,2,1,44,43978673,11
12,2017,"RU",740004,50,21,669,194806422,88
12,2017,"SE",116237531,65,8,445,622556845,72
12,2017,"SG",72907,1,1,151,33075508,33
12,2017,"SI",95701,2,1,13,287731,7
12,2017,"SK",39008,2,1,26,210056,5
12,2017,"SV",28016,1,1,10,1026262,5
12,2017,"SZ",250099,1,1,58,1779741,4
12,2017,"TD",1002418,10,1,14,1166892,1
12,2017,"TG",30,1,1,10,159186,3
12,2017,"TH",1298312,4,3,135,4442996,16
12,2017,"TN",4477,10,2,63,20559710,14
12,2017,"TR",8534939,35,3,167,149227092,30
12,2017,"TT",9801591,11,3,21,26290637,5
12,2017,"TW",56183793,186,15,396,110636949,64
12,2017,"TZ",829357,2,2,9,2227388,6
12,2017,"UA",13867,5,3,54,956097,17
12,2017,"UG",4731,1,1,3,16836,2
12,2017,"US",487972608,1175,283,17604,6975433715,1898
12,2017,"UY",395757,1,1,137,118088152,30
12,2017,"UZ",172,2,1,2,172,1
12,2017,"VE",107170567,14,3,323,226023289,40
12,2017,"VN",239976,3,3,46,60421156,15
12,2017,"ZA",36961195,39,15,4784,1103012844,257
12,2017,"ZM",10980,4,3,5,2577119,4
11,2017,"AD",21573,9,1,10,21619,2
11,2017,"AE",666,2,1,3,679,2
11,2017,"AO",17724,4,2,7,47361,3
11,2017,"AQ",148887,8,1,31,12864949,1
11,2017,"AR",56794210,243,39,1566,201110423,207
11,2017,"AT",3192416,124,7,293,71154984,44
11,2017,"AU",95557754,96,29,1853,776424639,248
11,2017,"BE",286851908,163,44,730,841181703,118
11,2017,"BJ",71492886,221,19,450,74091474,65
11,2017,"BN",644140,14,4,20,736211,5
11,2017,"BO",4692675,22,10,164,16771801,35
11,2017,"BR",177604623,1000,162,9432,1539509376,809
11,2017,"BT",57,1,1,23,438474,6
11,2017,"CA",185853518,124,54,1443,814831031,217
11,2017,"CH",12713242,118,7,807,293073082,55
11,2017,"CI",1603,1,1,27,188947,5
11,2017,"CL",156762259,227,41,1065,301270566,171
11,2017,"CM",41129,19,10,42,53969,25
11,2017,"CN",183398396,663,69,13531,3037605047,418
11,2017,"CO",166004757,707,195,6327,1440593411,829
11,2017,"CR",57926432,100,27,692,411011098,112
11,2017,"CU",4538387,2,2,102,16645429,13
11,2017,"CZ",131015,8,2,116,177737378,26
11,2017,"DE",38375480,168,45,1740,1133481498,248
11,2017,"DK",3108614,9,6,475,348654767,89
11,2017,"DO",797079,15,1,37,1454804,8
11,2017,"EC",15025633,114,21,1120,348592554,213
11,2017,"EE",204751977,4,3,20,209323574,12
11,2017,"EG",37813861,28,7,153,443266251,22
11,2017,"ES",282418340,692,149,5726,2052822269,783
11,2017,"ET",47486,25,3,30,118131,6
11,2017,"FI",85584,2,1,84,191109413,16
11,2017,"FJ",3253906,3,1,12,3297707,1
11,2017,"FR",52488864,74,30,717,786600296,179
11,2017,"GB",210054943,415,109,4424,2289786083,524
11,2017,"GF",92714,1,1,8,660201,3
11,2017,"GH",152001,3,2,23,13248327,6
11,2017,"GR",89171,7,3,67,4094997,23
11,2017,"GT",5814339,16,6,571,22440273,83
11,2017,"HK",23765,5,1,47,4085356,15
11,2017,"HU",46934973,31,3,49,53518290,9
11,2017,"ID",76798,9,6,383,15691676,41
11,2017,"IE",192227175,15,4,54,195253153,18
11,2017,"IL",89729446,11,5,72,160098833,24
11,2017,"IN",25466957,32,17,450,323690435,125
11,2017,"IR",4695385,249,9,669,13568918,45
11,2017,"IT",70750320,97,31,871,150181631,115
11,2017,"JP",6996949,40,15,405,173632888,68
11,2017,"KE",2279030,12,6,200,14655452,26
11,2017,"KR",6172571,41,15,164,27474997,49
11,2017,"LB",36909,1,1,23,220571,5
11,2017,"LK",7917,1,1,15,14704482,6
11,2017,"LU",17963,5,3,17,249845,7
11,2017,"MA",1003206,2,1,41,17416072,8
11,2017,"MG",721,3,2,36,125193918,16
11,2017,"MX",954333697,2072,390,16279,4689502142,1912
11,2017,"MY",770,3,3,53,4260556,16
11,2017,"MZ",91645,5,1,477,28008457,5
11,2017,"NG",20731,1,1,18,144288,5
11,2017,"NI",2219,10,4,26,947941,9
11,2017,"NL",491173,53,15,765,744809459,108
11,2017,"NO",16332013,119,21,518,347148979,87
11,2017,"NP",6632,4,3,851,19280438,29
11,2017,"NZ",18191618,100,24,738,114791949,113
11,2017,"OM",106269,5,2,12,481268,4
11,2017,"PE",20280888,248,61,1208,105504021,226
11,2017,"PH",25776717,22,9,133,42557901,38
11,2017,"PK",438567,17,4,337,141166532,16
11,2017,"PL",44639,14,10,125,44072568,32
11,2017,"PR",77,2,1,237,7682558,5
11,2017,"PT",18967603,49,22,655,274101368,105
11,2017,"PY",7708,11,5,28,967049,10
11,2017,"RE",27014,3,1,23,815062,5
11,2017,"RO",1009067,16,1,42,43971570,9
11,2017,"RU",59264592,76,21,619,194066418,84
11,2017,"RW",120714,2,1,2,120714,1
11,2017,"SA",66411,2,1,5,3309551,3
11,2017,"SE",18108962,37,6,380,506319314,67
11,2017,"SG",318292,40,6,150,33002601,31
11,2017,"SV",390,2,2,9,998246,4
11,2017,"TG",54333,3,1,9,159156,2
11,2017,"TH",264164,85,3,131,3144684,16
11,2017,"TN",20222109,18,7,53,20555233,14
11,2017,"TR",13449035,31,6,132,140692153,30
11,2017,"TT",4538731,5,1,10,16489046,4
11,2017,"TW",2770315,24,14,210,54453156,50
11,2017,"UA",160154,8,4,49,942230,17
11,2017,"UG",1732,1,1,2,12105,1
11,2017,"US",1803444192,2000,348,16429,6487461107,1819
11,2017,"UY",68964650,3,2,136,117692395,29
11,2017,"VE",2433881,23,7,309,118852722,40
11,2017,"VN",55290057,11,1,43,60181180,14
11,2017,"ZA",384888399,949,68,4745,1066051649,250
11,2017,"ZW",126493,16,3,23,509289,6
10,2017,"AI",33945,1,1,1,33945,1
10,2017,"AM",29,1,1,1,29,1
10,2017,"AR",12381791,104,23,1323,144316213,197
10,2017,"AS",5720245,3,2,5,5721439,3
10,2017,"AT",8105,7,2,169,67962568,41
10,2017,"AU",222363793,150,49,1757,680866885,237
10,2017,"BA",973924,3,3,6,1018866,5
10,2017,"BD",740,3,1,5,1136,3
10,2017,"BE",128198989,57,23,567,554329795,111
10,2017,"BF",229,1,1,4,175596,2
10,2017,"BG",7897,1,1,41,3477560,20
10,2017,"BJ",1315114,52,14,229,2598588,64
10,2017,"BN",1548,1,1,6,92071,5
10,2017,"BO",1144541,23,1,142,12079126,35
10,2017,"BR",245332506,575,177,8432,1361904753,787
10,2017,"BT",44181,1,1,22,438417,6
10,2017,"CA",41109111,112,37,1319,628977513,209
10,2017,"CD",71,1,1,1,71,1
10,2017,"CH",324332,10,6,689,280359840,48
10,2017,"CL",8712071,208,55,838,144508307,167
10,2017,"CM",484,1,1,23,12840,24
10,2017,"CN",1249956701,579,64,12868,2854206651,406
10,2017,"CO",98094631,406,118,5620,1274588654,802
10,2017,"CR",82560999,158,38,592,353084666,109
10,2017,"CU",7896,9,2,100,12107042,13
10,2017,"CY",14647,1,1,40,132594,3
10,2017,"CZ",989055,14,3,108,177606363,23
10,2017,"DE",218190726,125,26,1572,1095106018,225
10,2017,"DK",29964846,40,18,466,345546153,85
10,2017,"DO",199707,1,1,22,657725,7
10,2017,"DZ",43423,5,3,11,106019,4
10,2017,"EC",44302583,42,12,1006,333566921,207
10,2017,"EE",360235,3,3,16,4571597,11
10,2017,"EG",409644,2,2,125,405452390,20
10,2017,"ES",612945081,1098,146,5034,1770403929,753
10,2017,"ET",70537,2,1,5,70645,6
10,2017,"FI",1451,1,1,82,191023829,15
10,2017,"FR",51797157,78,26,643,734111432,161
10,2017,"GB",408564073,746,87,4009,2079731140,440
10,2017,"GD",232,1,1,1,232,1
10,2017,"GH",1413,1,1,20,13096326,6
10,2017,"GR",98674,3,3,60,4005826,22
10,2017,"GT",3865373,154,9,555,16625934,69
10,2017,"HK",500103,6,3,42,4061591,14
10,2017,"HR",23225,2,2,18,254973,8
10,2017,"HT",93697,1,1,1,93697,1
10,2017,"HU",3082,9,2,18,6583317,9
10,2017,"ID",1758051,11,3,374,15614878,38
10,2017,"IE",683826,9,5,39,3025978,17
10,2017,"IN",111369071,74,22,418,298223478,115
10,2017,"IR",648176,22,5,420,8873533,41
10,2017,"IT",8206022,56,22,774,79431311,107
10,2017,"JP",3079673,10,7,365,166635939,61
10,2017,"KE",36051,4,3,188,12376422,22
10,2017,"KM",45,3,1,6,71127,2
10,2017,"KR",45246,15,4,123,21302426,48
10,2017,"KW",1195809,6,1,19,1196256,1
10,2017,"LB",125,1,1,22,183662,4
10,2017,"LK",110,2,1,14,14696565,6
10,2017,"LT",297138,8,3,11,6206583,5
10,2017,"LU",30292,1,1,12,231882,7
10,2017,"LY",128,1,1,9,18621,1
10,2017,"MA",1007842,3,2,39,16412866,7
10,2017,"ME",23980,1,1,3,53494,3
10,2017,"MK",8698104,3,1,4,8736257,2
10,2017,"MM",2,2,1,8,611,3
10,2017,"MW",12866741,1,1,3,12877136,2
10,2017,"MX",1446658755,2295,357,14207,3735168445,1724
10,2017,"MY",4151,12,4,50,4259786,16
10,2017,"NA",44,2,1,20,31300,4
10,2017,"NI",246441,7,4,16,945722,7
10,2017,"NL",155662884,43,15,712,744318286,100
10,2017,"NO",11835950,27,15,399,330816966,61
10,2017,"NP",1223978,7,3,847,19273806,26
10,2017,"NZ",31360544,131,18,638,96600331,107
10,2017,"OM",106269,5,1,7,374999,3
10,2017,"PA",550,1,1,3,1227,2
10,2017,"PE",34961255,190,45,960,85223133,223
10,2017,"PH",1639849,30,8,111,16781184,33
10,2017,"PK",49029,5,2,320,140727965,15
10,2017,"PL",60162,16,7,111,44027929,31
10,2017,"PT",6148857,69,15,606,255133765,99
10,2017,"PY",390272,4,2,17,959341,9
10,2017,"RE",170,2,1,20,788048,4
10,2017,"RS",568761,9,3,31,2767998,9
10,2017,"RU",1860669,48,17,543,134801826,77
10,2017,"SE",118840231,38,8,343,488210352,62
10,2017,"SG",13949573,17,3,110,32684309,30
10,2017,"SK",139404,7,2,24,171048,4
10,2017,"TG",85277,1,1,6,104823,1
10,2017,"TH",981529,1,1,46,2880520,13
10,2017,"TN",297363,29,7,35,333124,13
10,2017,"TR",121008878,23,8,101,127243118,28
10,2017,"TT",11946357,2,1,5,11950315,3
10,2017,"TW",1467841,8,5,186,51682841,46
10,2017,"UA",563127,18,3,41,782076,16
10,2017,"UG",10373,1,1,1,10373,1
10,2017,"UM",1710,4,1,6,6124,2
10,2017,"US",1622590799,2343,294,14429,4684016915,1692
10,2017,"UY",4803,1,1,133,48727745,27
10,2017,"VE",5636297,93,16,286,116418841,39
10,2017,"VN",1841141,7,4,32,4891123,14
10,2017,"ZA",84519019,1240,72,3796,681163250,244
10,2017,"ZW",62234,3,1,7,382796,5
9,2017,"AE",13,1,1,1,13,1
9,2017,"AF",1546719,8,1,10,1561699,3
9,2017,"AL",2048902,8,2,10,2084042,3
9,2017,"AR",21547541,267,28,1219,131934422,186
9,2017,"AT",52269755,26,6,162,67954463,36
9,2017,"AU",77029124,272,69,1607,458503092,219
9,2017,"BA",44404,2,1,3,44942,4
9,2017,"BE",250305,23,9,510,426130806,103
9,2017,"BF",175367,3,1,3,175367,1
9,2017,"BG",40,1,1,40,3469663,20
9,2017,"BI",11314,2,1,2,11314,1
9,2017,"BJ",11631,7,3,177,1283474,56
9,2017,"BO",1078714,8,3,119,10934585,34
9,2017,"BR",85169469,837,106,7857,1116572247,744
9,2017,"CA",106402306,104,37,1207,587868402,182
9,2017,"CH",262395638,32,8,679,280035508,43
9,2017,"CI",6230,14,2,26,187344,4
9,2017,"CL",108115754,119,25,630,135796236,163
9,2017,"CM",6487,3,3,22,12356,22
9,2017,"CN",275661479,660,95,12289,1604249950,386
9,2017,"CO",369674433,939,152,5214,1176494023,739
9,2017,"CR",73561272,73,31,434,270523667,104
9,2017,"CU",30,1,1,91,12099146,11
9,2017,"CY",21002,2,1,39,117947,3
9,2017,"CZ",162021402,12,2,94,176617308,20
9,2017,"DE",51119635,122,35,1447,876915292,203
9,2017,"DK",31884453,67,17,426,315581307,78
9,2017,"EC",102002293,32,13,964,289264338,198
9,2017,"EE",24974,1,1,13,4211362,10
9,2017,"EG",1203530,13,3,123,405042746,15
9,2017,"ES",335284592,893,51,3936,1157458848,528
9,2017,"FI",1652892,4,2,81,191022378,13
9,2017,"FJ",43695,5,1,9,43801,1
9,2017,"FR",232595706,38,19,565,682314275,145
9,2017,"GB",589980781,296,45,3263,1671167067,376
9,2017,"GE",1053240,35,2,166,2937746,3
9,2017,"GF",2399,2,2,7,567487,3
9,2017,"GH",5739,3,2,19,13094913,6
9,2017,"GR",912174,17,5,57,3907152,20
9,2017,"GT",1047855,86,10,401,12760561,64
9,2017,"HK",1173834,3,1,36,3561488,7
9,2017,"HR",231630,13,5,16,231748,6
9,2017,"HU",3,1,1,9,6580235,9
9,2017,"ID",48888,43,10,363,13856827,37
9,2017,"IL",2055,3,1,61,70369387,23
9,2017,"IN",32629164,36,20,344,186854407,110
9,2017,"IO",1660,1,1,1,1660,1
9,2017,"IR",334006,12,6,398,8225357,40
9,2017,"IT",4700336,64,21,718,71225289,102
9,2017,"JP",14078563,22,11,355,163556266,56
9,2017,"KE",750942,6,3,184,12340371,15
9,2017,"KR",1571961,15,5,108,21257180,46
9,2017,"KW",161,2,1,13,447,1
9,2017,"LY",17700,4,1,8,18493,1
9,2017,"MA",5178752,3,3,36,15405024,7
9,2017,"ME",29514,2,2,2,29514,1
9,2017,"MX",485631076,2237,288,11912,2288509690,1521
9,2017,"MY",2245353,3,2,38,4255635,13
9,2017,"NC",10405168,1,1,14,10454349,3
9,2017,"NG",19,4,1,17,123557,4
9,2017,"NI",698356,2,1,9,699281,6
9,2017,"NL",82275985,57,14,669,588655402,94
9,2017,"NO",104432422,34,16,372,318981016,58
9,2017,"NP",240758,15,6,840,18049828,25
9,2017,"NZ",13666151,153,25,507,65239787,103
9,2017,"OM",268730,2,1,2,268730,2
9,2017,"PE",28643950,130,33,770,50261878,215
9,2017,"PG",66,2,1,3,29131,2
9,2017,"PH",640888,9,5,81,15141335,32
9,2017,"PK",25846136,95,2,315,140678936,14
9,2017,"PL",24100,19,3,95,43967767,29
9,2017,"PT",2675296,96,13,537,248984908,93
9,2017,"PY",37,1,1,13,569069,9
9,2017,"RE",10010,1,1,18,787878,4
9,2017,"RO",29547,3,1,26,42962503,6
9,2017,"RS",421,1,1,22,2199237,8
9,2017,"RU",1272992,97,9,495,132941157,68
9,2017,"SE",110957,8,4,305,369370121,45
9,2017,"SG",20132,4,3,93,18734736,24
9,2017,"SI",185619,3,1,11,192030,5
9,2017,"SK",29853,7,2,17,31644,3
9,2017,"SN",144960,1,1,19,4592102,4
9,2017,"SS",5943841,1,1,1,5943841,1
9,2017,"TH",265063,5,3,45,1898991,12
9,2017,"TN",35427,4,2,6,35761,9
9,2017,"TR",23523,12,6,78,6234240,27
9,2017,"TW",1733437,6,4,178,50215000,43
9,2017,"TZ",503221,2,1,7,1398031,4
9,2017,"UA",425,1,1,23,218949,15
9,2017,"US",256371903,1144,244,12086,3061426116,1572
9,2017,"UY",42979414,14,3,132,48722942,23
9,2017,"VE",15450684,8,2,193,110782544,36
9,2017,"VN",2264109,11,3,25,3049982,13
9,2017,"ZA",115302686,393,29,2556,596644231,208
8,2017,"AQ",1134,2,1,23,12716062,1
8,2017,"AR",1619288,198,38,952,110386881,173
8,2017,"AT",4348,2,2,136,15684708,35
8,2017,"AU",41480089,149,36,1335,381473968,203
8,2017,"BE",39522464,50,12,487,425880501,97
8,2017,"BG",1241250,1,1,39,3469623,6
8,2017,"BJ",797946,23,6,170,1271843,55
8,2017,"BO",1726989,33,6,111,9855871,29
8,2017,"BR",101012624,1274,124,7020,1031402778,707
8,2017,"CA",12456516,53,23,1103,481466096,168
8,2017,"CH",1715,7,3,647,17639870,37
8,2017,"CL",1710443,91,20,511,27680482,158
8,2017,"CM",3,1,1,19,5869,21
8,2017,"CN",214001691,2144,66,11629,1328588471,360
8,2017,"CO",334340982,734,141,4275,806819590,693
8,2017,"CR",103719683,118,36,361,196962395,99
8,2017,"CU",4908,3,1,90,12099116,9
8,2017,"CZ",653010,9,3,82,14595906,18
8,2017,"DE",85082311,61,35,1325,825795657,191
8,2017,"DK",136993843,29,9,359,283696854,48
8,2017,"DO",335625,1,1,21,458018,6
8,2017,"EC",90113,21,5,932,187262045,189
8,2017,"EE",1729733,2,2,12,4186388,10
8,2017,"EG",11192935,11,2,110,403839216,14
8,2017,"ES",142160496,422,26,3043,822174256,472
8,2017,"FI",16423,4,2,77,189369486,9
8,2017,"FJ",106,4,1,4,106,1
8,2017,"FR",11496342,19,15,527,449718569,134
8,2017,"GB",114633452,580,48,2967,1081186286,346
8,2017,"GE",3169,4,1,131,1884506,2
8,2017,"GF",474960,2,1,5,565088,3
8,2017,"GH",44613,3,1,16,13089174,6
8,2017,"GN",242,3,1,12,598934,2
8,2017,"GR",6259,10,4,40,2994978,19
8,2017,"GT",5462884,63,10,315,11712706,62
8,2017,"HN",2321,1,1,7,56454,4
8,2017,"ID",3064223,12,3,320,13807939,32
8,2017,"IE",6307,2,1,30,2342152,16
8,2017,"IL",932313,4,4,58,70367332,22
8,2017,"IN",56601096,52,17,308,154225243,104
8,2017,"IR",5562698,101,8,386,7891351,39
8,2017,"IT",10286762,19,9,654,66524953,95
8,2017,"JM",50940,1,1,1,50940,1
8,2017,"JP",597282,26,11,333,149477703,51
8,2017,"KE",715611,1,1,178,11589429,14
8,2017,"KH",8,1,1,1,8,1
8,2017,"KR",15702,7,5,93,19685219,44
8,2017,"LB",125,1,1,21,183537,2
8,2017,"LK",214773,1,1,12,14696455,5
8,2017,"LT",179624,1,1,3,5909445,4
8,2017,"LU",3552,2,2,11,201590,5
8,2017,"MG",2014,3,3,33,125193197,14
8,2017,"MM",363,3,1,6,609,2
8,2017,"MX",493164869,1174,214,9675,1802878614,1408
8,2017,"MY",218,2,1,35,2010282,12
8,2017,"MZ",3781,4,1,472,27916812,5
8,2017,"NG",138,1,1,13,123538,4
8,2017,"NL",56904927,38,8,612,506379417,88
8,2017,"NO",68268307,29,7,338,214548594,52
8,2017,"NP",11338,230,2,825,17809070,22
8,2017,"NZ",8876496,104,35,354,51573636,100
8,2017,"PE",3536608,45,18,640,21617928,187
8,2017,"PG",29065,1,1,1,29065,1
8,2017,"PH",183416,1,1,72,14500447,31
8,2017,"PK",2192159,113,3,220,114832800,11
8,2017,"PL",654840,21,2,76,43943667,26
8,2017,"PT",65351,12,7,441,246309612,85
8,2017,"RE",187,1,1,17,777868,4
8,2017,"RU",111343425,78,5,398,131668165,59
8,2017,"SE",176131913,33,14,297,369259164,38
8,2017,"SG",42473,10,3,89,18714604,21
8,2017,"SV",37388,3,1,7,997856,3
8,2017,"SZ",162150,1,1,57,1529642,4
8,2017,"TD",164474,4,1,4,164474,1
8,2017,"TG",19542,3,1,5,19546,1
8,2017,"TH",1568,1,1,40,1633928,12
8,2017,"TN",334,2,1,2,334,2
8,2017,"TR",3048,1,1,66,6210717,22
8,2017,"TW",7037513,50,14,172,48481563,43
8,2017,"TZ",748,1,1,5,894810,3
8,2017,"UA",718,2,1,22,218524,13
8,2017,"US",308876441,1097,188,10942,2805054213,1376
8,2017,"UY",2181,5,3,118,5743528,19
8,2017,"VE",120684,13,4,185,95331860,36
8,2017,"VN",198102,1,1,14,785873,11
8,2017,"ZA",31281908,346,48,2163,481341545,194
8,2017,"ZM",2566139,1,1,1,2566139,3
7,2017,"AR",69861045,177,29,754,108767593,160
7,2017,"AT",21429,6,5,134,15680360,21
7,2017,"AU",33175183,313,21,1186,339993879,180
7,2017,"BD",346,1,1,2,396,2
7,2017,"BE",46676241,78,9,437,386358037,89
7,2017,"BJ",33478,22,9,147,473897,55
7,2017,"BO",448105,24,7,78,8128882,26
7,2017,"BR",70782656,695,107,5746,930390154,644
7,2017,"BT",224,2,1,21,394236,5
7,2017,"CA",16659804,187,8,1050,469009580,152
7,2017,"CH",155834,16,5,640,17638155,30
7,2017,"CI",180274,6,2,12,181114,3
7,2017,"CL",2922633,93,17,420,25970039,147
7,2017,"CM",5866,18,2,18,5866,11
7,2017,"CN",139354051,5337,67,9485,1114586780,343
